Star Rating,Comment
3,"Dùng 2 ngày cảm nhân máy nhanh nóng, đang chụp hình ngoài trời thì bị tối màn hình dù chọn ánh sáng tối đa, tấm hình chụp được cũng tối thui theo. Tuy nhiên cảm ứng nhạy, kết nối mạng lướt nhanh hơn."
4,"Ra cửa hàng mua trả góp đưa trước 30% cao hơn trên trang web, góp mỗi tháng cũng cao hơn trên trang web. Không hiểu luôn ý."
3,Pin sạc nóng máy có được đổi mới không? Gọi video cũng nóng máy.
5,"Dùng ổn, máy nhạy, kết nối mạng nhanh."
3,Mới mua được 5 ngày mà pin tụt nhanh quá.Có cách nào khắc phục không shop?
5,"Mình Dùng từ tháng 1 đến giờ vẫn tốt, pin trâu, máy không bị nóng."
5,"Máy đẹp, Dùng ngon, không chê vào đâu được ,pin cũng trâu."
2,"Máy nhanh nóng, vị trí mở khóa vân tay quá thấp để dùng bằng một tay. Nhiều lúc chạm 2 lần để xem giờ thì nó hiện quá sáng để mở màn hình, rất khó chịu thay vào đấy sao không cho ánh sáng của màn hình khóa luôn đi."
4,"Mình dùng máy này 1 năm rồi thấy khá ổn nhà mạng thì kết nối hơi yếu hơn Oppo nhưng vẫn dùng khá ổn. Nhân viên chỗ mình mua mình thấy không nhiệt tình khi mình đến mua là hàng chưa có nên phải đợi hàng về. Theo như mình biết có người thân làm trong thế giới di động cho biết khi mua mà hàng chưa về đợi điều hàng về thì sẽ giảm cho khách 1% nhưng mình thấy là không có. Dùng 1 thời gian pin hình như không trâu như trước, giảm khoảng 20% khi không sử dụng máy."
1,"Điện thoại mới mua được hơn nửa tháng kết nối Bluetooth thì tự ngắt kết nối, máy hay bị đơ rồi phải khôi phục dữ máy mới tạm ổn sáng nay có ra trả lại máy rồi nói như vậy với quản lý mà quản lý chỗ đó bảo máy bị lỗi mới đổi trả được khách hàng nói như vậy không phải là lỗi sao?"
5,Dùng rất tốt ạ!
4,Tốt. Độ bền pin ok.
1,"Tốt nhất mọi người không nên mua máy mới, mua mới dử dụng 5 tháng họ không đổi trả cho khách như mua máy cũ."
3,Shop cho mình hỏi với ạ. Mình mua chiếc realme c55 ngày 15 tháng 12. Nhưng đến bây giờ mình dùng thì mặt lưng có dấu hiệu bị phồng dù không va đập hay rơi rớt. Shop có đổi máy hay hoàn tiền được không ạ?
5,"Khen quá nhiều rồi, lần này cũng không thừa. Không có điểm nào chê"
5,"Nhân viên tư vấn, hỗ trợ rất nhiệt tình."
4,"Cũng ổn, pin trâu, máy nhạy."
2,Dùng có 1 tháng rưỡi mà mặt sau nó bị phù lên 1 cục.
2,"Đặt sản phẩm trực tuyến, nhận tại siêu thị ,tôi chỉ góp ý nhân viên không nên bóc seal trước ,sản phẩm được bóc sẵn ,bị nhân viên làm rách và có mở ra cài đặc trước .Tính mua tặng gia đình nhưng khi lấy ra nhiều dấu vân tay và cài sẵn nhìn giống máy đã bị sử dụng .Nên hơi thất vọng ."
4,"Pin tụt nhanh, máy thì tốt."
3,Chưa dùng được tháng thì mặt sau đã hơi phồng chỗ gần camera.
3,Lỗi tự kết thúc cuộc gọi sau 20s. Nhiều lúc ức chế muốn đập điện thoại luôn.
3,"Mới mua được 3 hôm với giá 4 triệu 390 nghìn trả thẳng nhưng không có kèm theo tai nghe Bluetooth mà phải mua thêm, lừa thật"
5,Tốt.
5,Rất tốt. Máy nhẹ. Rất mượt.
5,"Máy chạy rất mượt mà, màu sắc rất đẹp, cấu hình mạnh."
5,"Nhân viên nhiệt tình, điện thoại dùng rất tốt."
5,"Dùng tốt, pin trâu."
5,Hàng tốt.
5,"Sau 1 tuần sử dụng thì máy rất ổn, chơi các điện tử phổ thông như Liên Quân hay PUBG rất ổn định ở mức 120 fps. Camera cho ra ảnh đẹp, quay được ở 60 fps nhưng tiếc là không có chống rung ở điện. Thiết kế bên ngoài trẻ trung, khó lỗi thời, cảm giác cầm nắm rất chắc không bám mồ hôi. Realme C55 còn nằm trong danh sách lên được android 14, một điểm cộng lớn cho chiếc điện thoại này. Tiếc là dùng màn IPS nên màu sắc chỉ ở mức tạm ổn, vì là IPS nên pin không tiết kiệm được như AMOLED nhưng đã có sạc 33w bù trừ. Về phần loa thì không được tốt cho lắm vì là loa đơn, có thể không mang lại chất lượng âm thanh tốt như loa kép nhưng vẫn rất ổn. Nút nguồn cảm biến gần như là bằng với khung nên thời gian đầu có thể gây nhầm lẫn nhưng có thể khắc phục bằng 2 chạm trên màn hình để mở. Với tầm giá gần 5 triệu thì đây thật sự là 1 sự lựa chọn tốt, 1 chiếc máy với thông số cân bằng với mức giá ai cũng có thể sở hữu. Đặc biệt nhân viên Thế Giới Di Động rất nhiệt tình, tư vấn rất đúng với sản phẩm cũng như thông số và nhược điểm của sản phẩm."
3,"Sau 1 tháng sử dụng thấy Dùng kiểu phổ thông thì ổn, giá con này khoảng 3 triệu rưỡi thì hợp lý hơn."
5,Cho mình hỏi điện thoại để trong tủ kính hộp rời có phải điện thoại mới 100% không?
3,"Ram 6 Gb mở rộng thêm 6Gb nữa mà chạy tác vụ không ổn định tải lại từ đầu không ram đúng 3Gb thì đúng hơn, ảo quá."
4,Điện thoại Dùng mượt nhưng mỗi tội là pin nhanh hết với lại loa hơi bé.
4,"Dịch vụ nhanh chóng, sản phẩm đúng mô tả."
5,Nếu những người trong tầm giải trí thì rất ok hàng rất tốt và trải nghiệm khá tốt với lại tầm giá công nhân và sinh viên cũng có thể với tới được.
3,Mới Dùng chưa được nữa tháng sau mặt lưng bị nhô lên như pin bị phù ạ.
3,Đôi khi các cuộc gọi đến mình đang nói chuyện thì bị tự động kết thúc cuộc gọi. Mình tắt tính năng tự động rồi mà nhiều lúc vẫn bị như vậy.
5,Đẹp lại ngon. Mọi người cứ cập nhật lên đầy đủ.
5,"Tốt, cảm ơn shop nhiều."
3,"Mới dùng có 5 tháng mà pin tụt xuống tận 6%, ngày sạc 2 lần dù không dùng khi đang sạc luôn."
4,"Hài lòng, cũng tạm được"
3,Mình mới mua được 1 tuần không để ý khung máy bị móp 1 chút do nhà sản xuất  điện thoại mong thé giới di động hỗ trợ.
3,Loa lâu lâu lại rè.
5,"Điện thoại ổn nhưng thế giới di động trả góp 0% không minh bạch, nên giờ không ủng hộ thế giới di động tiếp được."
5,"Máy dùng không nóng sac cũng không nóng pin ổn sạc hơi lâu một chút, quá may mắn khi được chiếc máy như vậy."
4,"Dùng được gần 1 năm pin còn 85% nhanh tụt quá ạ, không biết thế giới di động có nhận thay pin không với cho mình hỏi là pin còn tối thiểu bao nhiêu % thì nên thay ạ?"
3,"Dùng đc 2 tháng rưỡi pin bị tụt 1%, mỗi lần sạc rất nóng dù sạc còn mới. Máy chị mình cũng iphone 11 lại không bị gì."
2,Dùng được 1 năm bắt đầu 2 ngày xuống 1% pin trong khi Dùng không có bao nhiêu với lâu lâu nó bị giật lag cảm thấy rất uổng tiền ạ
3,Mua ngày 14 tháng 6 đến bây giờ chưa đầy 1 tháng mà còn có 99%.
3,Giao dịch nhanh chóng nhưng pin tụt khá nhanh
5,Tiền ít hàng thơm.
5,Máy chạy mượt.
3,"Pin hiện tại của mình tụt rất nhanh. Ngày 3 tháng 1 năm 2024 mình kiểm tra pin 96%, hôm nay 12 tháng 1 pin chỉ còn 94%."
5,"Máy mượt, mát, pin tốt, lâu chai."
3,"Đợt trước mình cũng gửi đánh giá là pin bị tụt nhanh rồi, nghe theo hướng dẫn là nâng cấp lên IOS 16.7.1 vào ngày 15 tháng 10 năm 2023 thì lúc đó pin tầm 95%. Tầm khoảng 2 tháng sau, ngày 25 tháng 12 năm 2023 check thì còn 93%, sang hôm sau kiểm tra còn 92%, đến ngày hôm nay 1 tháng 1năm 2024 kiểm tra còn 91%. Pin tụt nhanh lắm ạ."
1,"Mới mua pin ổn, máy không đơ.sau 2 tháng pin tụt nhanh hơn, máy có lúc đơ."
5,Sử dụng tốt.
3,"Mới mua chưa được 1 tuần mà lag quá ạ, nóng máy nữa ạ. Có cho đổi lại máy không ạ?"
5,"Cảm nhận cá nhân thấy máy ổn, chơi Liên Quân hay PUBG đồ họa tầm trung, thao tác cảm ứng nhạy. tuy nhiên hãng realme không thay đổi được nút điều hướng và không có hiện số dung lượng đang sử dụng phía trên máy, sạc khá nhanh pin ổn, bắt mạng mạng tốt hơn Oppo cũ mình dùng."
5,Máy rất mựợt và mát. Pin khá trâu. Chụp ảnh cũng nét . Nhìn như iPhone.
2,Máy bắt sóng mạng kém. Cảm biến vân tay và khuôn mặt không nhạy. Không thấy xuất hiện bản ghi âm cuộc gọi. Loa nghe không hay
4,Mới mua chưa biết sao nhưng chưa tìm thấy mục hình ảnh khi chụp như các máy khác. Phải vào tệp tin hoặc google driver.
4,"Rất đáng để mua, sẽ giới thiệu cho bạn bè."
3,"Mới mua có mấy ngày, giá đã giảm mấy trăm, có đổi được không?"
5,"Sản phẩm thực sự rất tốt trong tầm giá, đã dùng được 2 tuần máy chạy rất mạnh và mượt không phát sinh lỗi gì."
5,"Điện thoại Realme C67, model nhận dạng thiết bị là RMX3890. Theo đánh giá của tôi, đây là điện thoại có chất lượng tốt với mức giá bình dân. Tôi mua hôm 04 tháng 11 nay là 15 tháng 11, đã hơn 10 ngày sử dụng chưa phát sinh lỗi gì, chạy mượt. Tuy nhiên, hôm mua hàng, trong tủ có tầm 10 cái, nhân viên thế giowisd di động không lấy theo thứ tự đang xếp, mà bốc từng hộp lên xem rồi mới lấy cái hộp thứ 3 đưa tôi, bề mặt điện thoại có bụi dù để trong hộp chắc là ai đó mua đổi hàng. Tôi thấy điện thoại C67 có những đặc trưng khá thú vị, camera cho chất lượng trung thực với tông màu lạnh, đương nhiên hình ảnh chống rung EIS thì sẽ không bằng OIS, so với điện thoại Samsung bình dân thì camera trước của điện thoại Samsung dỡ hơn, điện thoại Samsung bình dân chụp hình camera hay bị bóp hình, ví dụ mặt trấn thành khá cân đối nhưng điện thoại Samsung chụp sẽ nhìn thấy rõ mặt méo. Loa C67 phát âm thanh hơi giòn nên nghe nốt nhạc phát ra sẽ thô, loa phát âm thanh cũng khá to. Chạy ứng dụng mượt, nhưng phải chạy app lần 2 mới mượt, ví dụ tôi Dùng ứng dụng youtube studio làm kênh @BoxingHuy lúc tải video lên kênh sẽ không cài đặt được thumbnail video, phải thoát app ra, từ lần chạy thứ 2 mới mượt. Pin Dùng nghe gọi zalo, facebook đọc báo không dùng tiktok thì 3 ngày mới hết pin, xạc 33w tầm 1 tiếng hơn là đầy. Với chức năng ghi âm, thì C67 ghi âm giọng nói hơi nhỏ và gắt tiếng không ấm như Samsung. Kiểu chuông điện thoại khá đặc trưng theo hãng realme. Hiện tại chưa có ốp lưng da để che camera lòi, đặt shoppee thì 50% là bị tráo bao da thành bao nhựa hoặc là cục giấy, các bạn hãy để cho shipper khui ra rồi nhận, lần 1 tôi bị tráo hàng, đang chờ lần 2, viết nhiêu đây quá dài... Tóm lại 5/5 sao."
5,Máy rất tôt.
3,"Mau hết pin dù không chơi điện tử, để không cũng mau hết bin hơn máy cũ. Cập nhật mạng rất yếu.thua xa realme 7 củ rất nhiều."
5,Rất tốt. Điện thoại rất mượt. Chụp hình đẹp.
4,"Đang sử dụng được 2 tuần, thấy máy dùng cũng ổn."
5,"Máy dùng quá tốt chứ không phải ổn nữa. Chụp ảnh ngon trong tầm giá, lại có khay 3 trong 1, jack 3.5, dùng song song với poco x6 pro thấy chụp ảnh đẹp hơn hẳn. Máy mát, pin khoẻ. Chả chê vào đâu được."
3,"Nghe hơi nhỏ, phải rất chăm chú mới nghe đàm thoại được."
5,"Máy cấu hình mạnh, hình ảnh đẹp mượt mà, tốt nên mua."
5,"Sản phẩm dùng cực mượt Chơi điện tử , xem phim lướt mạng đều rất nhanh Thiết kế quá tinh tế luôn Lắp ốp vào còn sang chảnh hơn Gia đình mình đều dùng Realme được 4,5 năm rồi Mỗi lần mua điện thoại mới Realme là thương hiệu mình tin dùng. Giá thành rẻ, chất lượng tuyệt vời"
5,"Dùng rất tốt, dáng đẹp."
5,"Giá khá đắt so với thông số của điện thoại nhưng đây là máy chính hãng như thế cũng ổn rồi, chơi điện tử tầm trung chụp hình, lướt tik tok, xem youtube đùng hàng ngày cũng ổn."
3,Âm thanh lớn nhưng không mượt như Sony. Tốc độ xử lý video và chất lượng hình ảnh tốt. Giáo diện chọn cuộc gọi giữa 2 sim không nhanh bằng Samsung.
1,Hàng trưng bày. Sạc 4x lần mà pin tụt còn 94%.
1,Mặt dính cảm ứng cường lực nhưng không chống sước. Dùng được 2 tháng màn hình xước không còn chỗ trống. Thua màn hình iphone SE 2020.
4,Hiện tại sử dụng tốt.
5,Sản phẩm dùng tốt lắm.
4,Mới dùng được 1 tuần máy vẫn ổn định thời gian dài hơn thì chưa biết thế nào.
4,"Điện thoại mua được gần 1 tháng, lúc trước dùng bình thường nhưng gần đây chỉ lướt FB cũng rất nóng, mong được phản hồi."
1,"Mai mốt mang đi bảo hành đây, tự nhiên sọc màn cho dù không rơi."
2,Mới mua được 3 tháng bây giờ phát hiện ra bức xạ vậy ra đổi có được không?
5,Hàng rất tốt.
5,"Được lắm ạ, máy đẹp, cảm ơn shop."
5,Màu đẹp dùng rất tốt.
5,Ưng cái màu máy.
4,"Đang Dùng bình thường. Máy ngoại hình phù hợp con gái hơn, nam cầm cảm giác hơi nhẹ tay."
5,Chất lượng sản phẩm tương xứng với giá tiền
3,"Điện thoại tôi mới mua được 1 tháng, bây giờ tôi đang lướt thì máy tự nhiên bị đứng không thể bấm vào màn hình được, mà điện thoại cứ sáng đèn không tắt được."
5,Ngoài chụp hình ra máy dùng tốt dùng được 9 tháng lúc mua 4090 giờ thấy 4290 hơi khó hiểu.
1,Mua mới 5 tháng mà rất hao pin. Tối ngủ tắt mạng không Dùng mà 1 đêm hao 20% pin.
5,Máy Dùng tốt ổn định nên mua.
3,Sao máy em nó đơ cứng vậy ạ? Em mới mua có mấy tháng thôi mà nó đơ cả tiếng rồi màn hình sáng choang không làm gì được.
5,Sản phẩm rất tốt.
3,"Thời gian gần đây sau khi máy cập nhật hệ thống mới máy thường xuyên bị khởi động lại, có những ngày bị 2 đến 3 lần. Rất khó chịu."
5,"Máy dùng tốt, pin trâu, sạc nhanh, màn hình 90hz mượt, sử dụng không mỏi mắt nếu bật 1 số chế độ. Nhược bắt sóng mạng và bluetooth kém lắm, tín hiệu hay bị chập chờn so với các dòng cùng tầm giá. Cũng đỡ là máy này dùng sim 4G nên cũng không quan tâm bên mạng, máy nếu chơi điện tử sẽ nóng lên ở phần gần camera. Dùng 4G thì nóng rất ít nếu coi YouTube, Facebook... Mua máy đã sử dụng nhưng cũng cảm ơn ông Dùng trước quá kĩ, dán cường lực, dán lưng với camera luôn. Mua thêm 3 cái ốp của Lenuo ốp vào là quá đẹp."
